0	140.5343
0.001	140.5337078267
0.002	140.5319313301
0.003	140.5289705804
0.004	140.5248256945
0.005	140.519496836
0.006	140.5129842152
0.007	140.5052880893
0.008	140.4964087622
0.009	140.4863465843
0.01	140.4751019528
0.011	140.4626753118
0.012	140.4490671517
0.013	140.4342780099
0.014	140.4183084701
0.015	140.4011591628
0.016	140.3828307651
0.017	140.3633240005
0.018	140.342639639
0.019	140.3207784974
0.02	140.2977414385
0.021	140.273529372
0.022	140.2481432535
0.023	140.2215840854
0.024	140.1938529162
0.025	140.1649508405
0.026	140.1348789995
0.027	140.1036385803
0.028	140.0712308161
0.029	140.0376569865
0.03	140.0029184169
0.031	139.9670164786
0.032	139.929952589
0.033	139.8917282114
0.034	139.8523448547
0.035	139.8118040738
0.036	139.7701074691
0.037	139.7272566867
0.038	139.6832534183
0.039	139.6380994011
0.04	139.5917964177
0.041	139.544346296
0.042	139.4957509093
0.043	139.446012176
0.044	139.3951320597
0.045	139.3431125692
0.046	139.289955758
0.047	139.2356637246
0.048	139.1802386125
0.049	139.1236826097
0.05	139.0659979489
0.051	139.0071869074
0.052	138.947251807
0.053	138.8861950138
0.054	138.8240189382
0.055	138.7607260349
0.056	138.6963188025
0.057	138.6307997836
0.058	138.564171565
0.059	138.4964367769
0.06	138.4275980933
0.061	138.357658232
0.062	138.286619954
0.063	138.2144860637
0.064	138.141259409
0.065	138.0669428806
0.066	137.9915394125
0.067	137.9150519813
0.068	137.8374836068
0.069	137.7588373512
0.07	137.6791163193
0.071	137.5983236584
0.072	137.5164625579
0.073	137.4335362496
0.074	137.3495480074
0.075	137.2645011468
0.076	137.1783990255
0.077	137.0912450425
0.078	137.0030426386
0.079	136.9137952958
0.08	136.8235065375
0.081	136.7321799281
0.082	136.639819073
0.083	136.5464276184
0.084	136.4520092513
0.085	136.3565676991
0.086	136.2601067298
0.087	136.1626301514
0.088	136.064141812
0.089	135.9646456
0.09	135.8641454431
0.091	135.762645309
0.092	135.6601492047
0.093	135.5566611766
0.094	135.4521853102
0.095	135.34672573
0.096	135.2402865994
0.097	135.1328721203
0.098	135.0244865334
0.099	134.9151341175
0.1	134.8048191897
0.101	134.6935461049
0.102	134.5813192561
0.103	134.4681430737
0.104	134.3540220258
0.105	134.2389606176
0.106	134.1229633916
0.107	134.0060349271
0.108	133.8881798403
0.109	133.7694027839
0.11	133.6497084469
0.111	133.5291015547
0.112	133.4075868687
0.113	133.285169186
0.114	133.1618533395
0.115	133.0376441974
0.116	132.9125466633
0.117	132.7865656758
0.118	132.6597062085
0.119	132.5319732695
0.12	132.4033719015
0.121	132.2739071814
0.122	132.1435842203
0.123	132.0124081632
0.124	131.8803841885
0.125	131.7475175084
0.126	131.6138133682
0.127	131.4792770463
0.128	131.343913854
0.129	131.2077291351
0.13	131.070728266
0.131	130.9329166553
0.132	130.7942997435
0.133	130.654883003
0.134	130.5146719376
0.135	130.3736720827
0.136	130.2318890046
0.137	130.0893283008
0.138	129.9459955993
0.139	129.8018965585
0.14	129.6570368673
0.141	129.5114222445
0.142	129.3650584386
0.143	129.217951228
0.144	129.07010642
0.145	128.9215298513
0.146	128.7722273875
0.147	128.6222049228
0.148	128.4714683797
0.149	128.3200237092
0.15	128.16787689
0.151	128.0150339285
0.152	127.8615008587
0.153	127.7072837418
0.154	127.5523886661
0.155	127.3968217466
0.156	127.2405891246
0.157	127.0836969682
0.158	126.9261514709
0.159	126.7679588525
0.16	126.6091253582
0.161	126.4496572583
0.162	126.2895608484
0.163	126.1288424489
0.164	125.9675084046
0.165	125.8055650847
0.166	125.6430188824
0.167	125.4798762147
0.168	125.3161435223
0.169	125.151827269
0.17	124.9869339417
0.171	124.8214700502
0.172	124.6554421265
0.173	124.4888567254
0.174	124.3217204231
0.175	124.154039818
0.176	123.9858215298
0.177	123.8170721995
0.178	123.647798489
0.179	123.4780070808
0.18	123.3077046782
0.181	123.1368980042
0.182	122.9655938021
0.183	122.7937988346
0.184	122.621519884
0.185	122.4487637514
0.186	122.2755372569
0.187	122.1018472393
0.188	121.9277005555
0.189	121.7531040805
0.19	121.5780647071
0.191	121.4025893455
0.192	121.2266849232
0.193	121.0503583846
0.194	120.8736166906
0.195	120.6964668189
0.196	120.5189157629
0.197	120.340970532
0.198	120.1626381512
0.199	119.9839256607
0.2	119.8048401158
0.201	119.6253885865
0.202	119.4455781572
0.203	119.2654159265
0.204	119.0849090068
0.205	118.9040645243
0.206	118.7228896185
0.207	118.5413914416
0.208	118.359577159
0.209	118.1774539485
0.21	117.9950289997
0.211	117.8123095147
0.212	117.6293027068
0.213	117.4460158009
0.214	117.2624560326
0.215	117.0786306488
0.216	116.8945469064
0.217	116.7102120728
0.218	116.5256334252
0.219	116.3408182504
0.22	116.1557738445
0.221	115.9705075129
0.222	115.7850265695
0.223	115.5993383367
0.224	115.4134501453
0.225	115.2273693336
0.226	115.041103248
0.227	114.8546592417
0.228	114.6680446754
0.229	114.4812669162
0.23	114.2943333377
0.231	114.1072513198
0.232	113.9200282482
0.233	113.732671514
0.234	113.5451885138
0.235	113.3575866491
0.236	113.1698733261
0.237	112.9820559553
0.238	112.7941419514
0.239	112.6061387331
0.24	112.4180537222
0.241	112.229894344
0.242	112.0416680269
0.243	111.8533822015
0.244	111.665044301
0.245	111.4766617609
0.246	111.2882420179
0.247	111.0997925107
0.248	110.9113206788
0.249	110.7228339628
0.25	110.5343398038
0.251	110.3458456433
0.252	110.1573589226
0.253	109.9688870829
0.254	109.7804375646
0.255	109.5920178075
0.256	109.4036352501
0.257	109.2152973293
0.258	109.0270114803
0.259	108.8387851364
0.26	108.6506257284
0.261	108.4625406846
0.262	108.2745374301
0.263	108.086623387
0.264	107.8988059738
0.265	107.7110926053
0.266	107.5234906919
0.267	107.33600764
0.268	107.1486508509
0.269	106.9614277213
0.27	106.7743456423
0.271	106.5874119996
0.272	106.400634173
0.273	106.2140195362
0.274	106.0275754563
0.275	105.841309294
0.276	105.6552284025
0.277	105.4693401282
0.278	105.2836518094
0.279	105.0981707769
0.28	104.9129043531
0.281	104.727859852
0.282	104.5430445788
0.283	104.3584658298
0.284	104.1741308916
0.285	103.9900470417
0.286	103.8062215472
0.287	103.6226616653
0.288	103.4393746425
0.289	103.2563677148
0.29	103.0736481069
0.291	102.8912230323
0.292	102.7090996928
0.293	102.5272852782
0.294	102.3457869664
0.295	102.1646119224
0.296	101.9837672989
0.297	101.8032602352
0.298	101.6230978574
0.299	101.443287278
0.3	101.2638355956
0.301	101.0847498947
0.302	100.9060372452
0.303	100.7277047023
0.304	100.5497593065
0.305	100.3722080825
0.306	100.1950580398
0.307	100.018316172
0.308	99.8419894566
0.309	99.6660848545
0.31	99.4906093102
0.311	99.3155697512
0.312	99.1409730878
0.313	98.9668262126
0.314	98.7931360006
0.315	98.619909309
0.316	98.4471529763
0.317	98.2748738226
0.318	98.1030786493
0.319	97.9317742385
0.32	97.760967353
0.321	97.590664736
0.322	97.4208731106
0.323	97.25159918
0.324	97.0828496268
0.325	96.914631113
0.326	96.7469502794
0.327	96.5798137459
0.328	96.4132281106
0.329	96.2471999502
0.33	96.0817358191
0.331	95.9168422495
0.332	95.7525257511
0.333	95.5887928108
